Date Time,Dataset,Use Numeric attributes?,Attribute Name,Is the Attribute Numeric?,Number of Different Values (only for Nominal Attributes),Total Number of Samples,Trial Number,Criterion,Maximum Depth Allowed,Total Number of folds,Fold Number,Is stratified?,Number of Samples Forcing a Leaf,Use Min Samples in Second Largest Class?,Min Samples in Second Largest Class,Uses Chi+AC0-Square Test,Maximum p+AC0-value Allowed by Chi+AC0-Square Test +AFs-between 0 and 1+AF0-,Minimum Number in Second Most Frequent Value,Number of Attributes in Dataset,Number of Valid Attributes in Dataset (m),Number of Valid Nominal Attributes in Dataset (m+AF8-nom),Number of Valid Numeric Attributes in Dataset (m+AF8-num),Total Number of Inversions (pairs),Total Number of Ties (pairs),Total Number of Correct (pairs),Criterion Value in Root Node,Total Time Taken for Current Fold +AFs-s+AF0-,Accuracy Percentage on Trivial Trees (with no splits),Accuracy Percentage (with missing values),Accuracy Percentage (without missing values),Number of Samples Classified using Unkown Value,Percentage of Samples with Unkown Values for Accepted Attribute,Number of Nodes (after prunning),Tree Depth (after prunning),Number of Nodes Pruned
2017+AC0-05+AC0-10 14:46:15.187410,Cover Type,False,wilderness+AF8-area+AF8-2,False,2,581012,4,LS Squared Gini,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,261.0,210.0,390.0,23776397464.0,1.5061871249999967,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:46:15.187428,Cover Type,False,wilderness+AF8-area+AF8-3,False,2,581012,4,LS Squared Gini,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,261.0,210.0,390.0,4600897644.0,1.5108997050001562,48.760249499142866,50.427535782886174,50.427535782886174,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:46:15.187446,Cover Type,False,wilderness+AF8-area+AF8-4,False,2,581012,4,LS Squared Gini,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,261.0,210.0,390.0,23165893484.0,1.404503308999665,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.135810,Cover Type,False,soil+AF8-type+AF8-1,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,745279113.0,1.554875144000107,48.759507004073875,49.12094096750709,49.12094096750709,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.135922,Cover Type,False,soil+AF8-type+AF8-2,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,1737498995.0,1.6107524779999949,48.759507004073875,49.46275423006821,49.46275423006821,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.135970,Cover Type,False,soil+AF8-type+AF8-3,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,1044018262.0,1.7357678169992141,48.759507004073875,48.947452665059146,48.947452665059146,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.136006,Cover Type,False,soil+AF8-type+AF8-4,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,2589854703.0,2.119165867999982,48.759507004073875,49.50251196604586,49.50251196604586,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.136040,Cover Type,False,soil+AF8-type+AF8-5,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,396402434.0,2.0106253879994256,48.759507004073875,48.92111961915187,48.92111961915187,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.136072,Cover Type,False,soil+AF8-type+AF8-6,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,1523063768.0,1.9383045380000112,48.759507004073875,49.28255358258508,49.28255358258508,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.136104,Cover Type,False,soil+AF8-type+AF8-7,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,13694568.0,1.6754777159994774,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.136136,Cover Type,False,soil+AF8-type+AF8-8,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,23764872.0,1.5081941090002147,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.136167,Cover Type,False,soil+AF8-type+AF8-9,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,159061735.0,1.523004396000033,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.136197,Cover Type,False,soil+AF8-type+AF8-10,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,6351812465.0,1.4911404340000445,48.759507004073875,48.86225751653561,48.86225751653561,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.136228,Cover Type,False,soil+AF8-type+AF8-11,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,1946148729.0,1.4056052759997328,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.136259,Cover Type,False,soil+AF8-type+AF8-12,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,3988174284.0,1.4368433270001333,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.136289,Cover Type,False,soil+AF8-type+AF8-13,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,2568802437.0,1.5129202120006084,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.136330,Cover Type,False,soil+AF8-type+AF8-14,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,158074317.0,1.6016970160007986,48.759507004073875,48.8085587562541,48.8085587562541,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.136363,Cover Type,False,soil+AF8-type+AF8-16,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,443317302.0,2.017948423999769,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.136392,Cover Type,False,soil+AF8-type+AF8-17,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,733196352.0,1.9328983320001498,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.136422,Cover Type,False,soil+AF8-type+AF8-18,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,272559047.0,1.7784525900005974,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.136451,Cover Type,False,soil+AF8-type+AF8-19,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,608094136.0,1.8039883830006147,48.759507004073875,48.95261600739391,48.95261600739391,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.136480,Cover Type,False,soil+AF8-type+AF8-20,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,1358998281.0,1.5074267360005251,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.136509,Cover Type,False,soil+AF8-type+AF8-21,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,137838554.0,1.5749801980000484,48.759507004073875,48.89840091287893,48.89840091287893,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.136538,Cover Type,False,soil+AF8-type+AF8-22,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,5054810621.0,1.5514774229995965,48.759507004073875,51.913792836378846,51.913792836378846,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.136567,Cover Type,False,soil+AF8-type+AF8-23,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,8206904982.0,1.4725390670000706,48.759507004073875,51.34582517955523,51.34582517955523,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.136596,Cover Type,False,soil+AF8-type+AF8-24,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,3119624121.0,1.488195901999461,48.759507004073875,48.99443908030546,48.99443908030546,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.136626,Cover Type,False,soil+AF8-type+AF8-25,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,65934159.0,1.513141345000804,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.136654,Cover Type,False,soil+AF8-type+AF8-26,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,361611221.0,1.5236167240000213,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.136683,Cover Type,False,soil+AF8-type+AF8-27,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,168767941.0,1.9345035950000238,48.759507004073875,48.789454389615486,48.789454389615486,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.136712,Cover Type,False,soil+AF8-type+AF8-28,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,131406079.0,2.1302481499997157,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.136741,Cover Type,False,soil+AF8-type+AF8-29,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,13967560448.0,1.8396960929994748,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.136771,Cover Type,False,soil+AF8-type+AF8-30,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,4329567130.0,1.7803371099998913,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.136800,Cover Type,False,soil+AF8-type+AF8-31,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,3693366787.0,1.5979876520004836,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.136834,Cover Type,False,soil+AF8-type+AF8-32,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,7182374995.0,1.5135329920003642,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.136865,Cover Type,False,soil+AF8-type+AF8-33,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,6297350242.0,1.4975488930003849,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.136894,Cover Type,False,soil+AF8-type+AF8-34,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,225442233.0,1.411509894000119,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.136923,Cover Type,False,soil+AF8-type+AF8-35,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,381935697.0,1.4780642759997136,48.759507004073875,48.91647261105059,48.91647261105059,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.136952,Cover Type,False,soil+AF8-type+AF8-36,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,23193474.0,1.5483889580000323,48.759507004073875,48.76157234100778,48.76157234100778,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.136981,Cover Type,False,soil+AF8-type+AF8-37,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,72864870.0,1.59307483900011,48.759507004073875,48.81268943012191,48.81268943012191,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.137010,Cover Type,False,soil+AF8-type+AF8-38,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,2992908891.0,1.581508887000382,48.759507004073875,50.17271380109773,50.17271380109773,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.137040,Cover Type,False,soil+AF8-type+AF8-39,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,2684234396.0,1.48414817199955,48.759507004073875,50.08803498680766,50.08803498680766,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.137069,Cover Type,False,soil+AF8-type+AF8-40,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,1697875813.0,1.4739192150000235,48.759507004073875,49.518518327283616,49.518518327283616,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.137098,Cover Type,False,wilderness+AF8-area+AF8-2,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,23779938880.0,1.5144439189998593,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:47:30.137127,Cover Type,False,wilderness+AF8-area+AF8-3,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,4586123423.0,1.5811305549996177,48.759507004073875,50.463409974544724,50.463409974544724,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:47:30.137157,Cover Type,False,wilderness+AF8-area+AF8-4,False,2,581012,5,LS Squared Gini,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,259.0,210.0,392.0,23174108019.0,1.7927033670002857,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:48:44.985716,Cover Type,False,soil+AF8-type+AF8-1,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,742078630.0,2.1238124229994355,48.76001053332714,49.10905607964021,49.10905607964021,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:48:44.985799,Cover Type,False,soil+AF8-type+AF8-2,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,1734551727.0,1.9402749380005844,48.76001053332714,49.51025192207403,49.51025192207403,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:48:44.985823,Cover Type,False,soil+AF8-type+AF8-3,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,1042808949.0,1.8941832029995567,48.76001053332714,48.98771628173552,48.98771628173552,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:48:44.985842,Cover Type,False,soil+AF8-type+AF8-4,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,2606501770.0,1.657646485999976,48.76001053332714,49.5138662990329,49.5138662990329,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:48:44.985868,Cover Type,False,soil+AF8-type+AF8-5,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,400652469.0,1.576306908999868,48.76001053332714,48.92730455256595,48.92730455256595,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:48:44.985887,Cover Type,False,soil+AF8-type+AF8-6,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,1491702653.0,1.5417699629997514,48.76001053332714,49.287193229755616,49.287193229755616,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:48:44.985905,Cover Type,False,soil+AF8-type+AF8-7,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,14687076.0,1.4082669720000922,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:48:44.985922,Cover Type,False,soil+AF8-type+AF8-8,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,22074302.0,1.404353063000599,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:48:44.985939,Cover Type,False,soil+AF8-type+AF8-9,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,154468756.0,1.4603505860004589,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:48:44.985956,Cover Type,False,soil+AF8-type+AF8-10,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,6438375883.0,1.5722689059994082,48.76001053332714,48.88651372688735,48.88651372688735,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:48:44.985973,Cover Type,False,soil+AF8-type+AF8-11,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,1914873541.0,1.552923505999388,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:48:44.985989,Cover Type,False,soil+AF8-type+AF8-12,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,3996003462.0,2.0017373989994667,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:48:44.986006,Cover Type,False,soil+AF8-type+AF8-13,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,2547504937.0,1.9576935260001846,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:48:44.986023,Cover Type,False,soil+AF8-type+AF8-14,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,146128260.0,1.8565568889998758,48.76001053332714,48.82197128119336,48.82197128119336,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:48:44.986039,Cover Type,False,soil+AF8-type+AF8-16,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,447890343.0,1.6200267519998306,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:48:44.986056,Cover Type,False,soil+AF8-type+AF8-17,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,710882599.0,1.5006000739995216,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:48:44.986073,Cover Type,False,soil+AF8-type+AF8-18,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,271864824.0,1.5222252660005324,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:48:44.986089,Cover Type,False,soil+AF8-type+AF8-19,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,628008628.0,1.5176541250002629,48.76001053332714,48.9128470447305,48.9128470447305,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:48:44.986106,Cover Type,False,soil+AF8-type+AF8-20,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,1370187388.0,1.531065454999407,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:48:44.986123,Cover Type,False,soil+AF8-type+AF8-21,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,138448178.0,1.53137574900029,48.76001053332714,48.89219346210842,48.89219346210842,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:48:44.986142,Cover Type,False,soil+AF8-type+AF8-22,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,5089672168.0,1.623379370999828,48.76001053332714,51.860629624466235,51.860629624466235,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:48:44.986163,Cover Type,False,soil+AF8-type+AF8-23,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,8197976819.0,1.578615477999847,48.76001053332714,51.2921397627936,51.2921397627936,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:48:44.986182,Cover Type,False,soil+AF8-type+AF8-24,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,3091722150.0,2.1891380520000894,48.76001053332714,48.99752673348101,48.99752673348101,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:48:44.986201,Cover Type,False,soil+AF8-type+AF8-25,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,69051254.0,1.9381640589999733,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:48:44.986219,Cover Type,False,soil+AF8-type+AF8-26,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,373769648.0,1.7637005249998765,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:48:44.986237,Cover Type,False,soil+AF8-type+AF8-27,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,165137214.0,1.8047503759999017,48.76001053332714,48.78686019073584,48.78686019073584,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:48:44.986256,Cover Type,False,soil+AF8-type+AF8-28,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,123664958.0,1.5594288029997188,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:48:44.986274,Cover Type,False,soil+AF8-type+AF8-29,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,13964990558.0,1.5144205059996239,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:48:44.986292,Cover Type,False,soil+AF8-type+AF8-30,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,4302542314.0,1.4302462880004896,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:48:44.986310,Cover Type,False,soil+AF8-type+AF8-31,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,3687906805.0,1.3951079369999206,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:48:44.986328,Cover Type,False,soil+AF8-type+AF8-32,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,7180549693.0,1.39631100600036,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:48:44.986346,Cover Type,False,soil+AF8-type+AF8-33,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,6289493832.0,1.5051804300001095,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:48:44.986364,Cover Type,False,soil+AF8-type+AF8-34,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,226335642.0,1.5551222739995865,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 14:48:44.986381,Cover Type,False,soil+AF8-type+AF8-35,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,397910118.0,1.8316054879996955,48.76001053332714,48.914912402992705,48.914912402992705,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:48:44.986399,Cover Type,False,soil+AF8-type+AF8-36,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,24932660.0,2.115647944000557,48.76001053332714,48.763624910286,48.763624910286,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:48:44.986418,Cover Type,False,soil+AF8-type+AF8-37,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,73986264.0,1.9505012160007027,48.76001053332714,48.811644489882326,48.811644489882326,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:48:44.986438,Cover Type,False,soil+AF8-type+AF8-38,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,2975760290.0,1.8635150230002182,48.76001053332714,50.12366332594968,50.12366332594968,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:48:44.986457,Cover Type,False,soil+AF8-type+AF8-39,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,2685254126.0,1.7054628109999612,48.76001053332714,50.04982676807576,50.04982676807576,0,0.0,3,1,0
2017+AC0-05+AC0-10 14:48:44.986475,Cover Type,False,soil+AF8-type+AF8-40,False,2,581012,5,LS Squared Gini,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,258.0,210.0,393.0,1728509048.0,1.5849183430000267,48.76001053332714,49.51902969468841,49.51902969468841,0,0.0,3,1,0
